ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
301166.SZ,20260302,3.1919,1.85,,1.3632,2.5908,0.714,276206.6709,181399.7949
920128.BJ,20260302,2.4928,0.88,113.4912,4.325,4.042,1.4545,223272.5,105146.25
920970.BJ,20260302,2.7188,2.18,,3.2455,5.1243,,85870.62,54305.2575
601997.SH,20260302,1.1293,1.41,4.1584,0.3362,1.5818,4.9914,2124251.0822,2124251.0822
600201.SH,20260302,2.4592,1.16,172.1296,3.1712,13.069,0.1906,1734326.6086,1734326.6086
002399.SZ,20260302,0.419,1.62,41.0993,1.3962,3.1945,2.124,1727007.6321,1467956.4056
000630.SZ,20260302,7.5696,1.5,61.0578,3.1849,0.7008,1.7244,11290775.0114,9382415.6409
002899.SZ,20260302,2.3473,1.08,62.7402,2.6139,3.8799,0.2414,455214.6861,455214.6861
002780.SZ,20260302,6.7651,1.28,,3.4015,2.9116,,257798.9106,203686.0923
000999.SZ,20260302,0.9639,1.62,14.1871,2.1895,1.5348,2.3893,4854523.4918,4850078.4068
688160.SH,20260302,2.0075,0.89,151.3833,8.5146,15.2518,0.2283,1103702.1351,1103702.1351
600713.SH,20260302,1.022,1.28,13.4663,1.0257,0.1326,3.1128,714676.9894,704253.8625
002213.SZ,20260302,10.5857,1.37,,11.7483,5.8409,0.0758,657833.2284,572656.9029
603071.SH,20260302,0.8265,1.56,12.1402,1.4309,0.1961,4.8883,798990.7609,798990.7609
000531.SZ,20260302,3.3225,1.98,17.1224,1.0468,1.7463,1.9987,722732.5244,631363.3687
920169.BJ,20260302,15.4622,3.05,105.6266,9.4616,15.232,0.2566,318594.7549,200317.0294
301578.SZ,20260302,5.7469,1.72,80.2,3.0943,3.3547,1.0831,288050.8572,81905.5965
300111.SZ,20260302,4.2037,1.22,900.28,8.3113,18.8673,,571521.557,571521.557
300607.SZ,20260302,4.0815,1.17,,4.8672,5.9657,,1386558.8017,965267.6174
002011.SZ,20260302,1.9998,1.09,12.2725,2.2285,1.094,,1429320.5949,1409213.877
601998.SH,20260302,0.1328,1.43,5.6498,0.5512,1.8778,5.0237,39897581.3433,29227070.4888
002413.SZ,20260302,14.0776,1.12,,6.4176,14.5919,,2158441.4261,2119324.2931
300145.SZ,20260302,4.924,0.96,37.8622,3.2267,1.8609,,948599.5658,943949.3768
002690.SZ,20260302,1.252,1.14,24.2795,6.3973,7.1834,3.5426,1743284.3064,857084.1016
002244.SZ,20260302,1.1823,1.04,10.5286,1.1717,0.3709,0.7328,3481705.7129,3005521.3894
300753.SZ,20260302,7.9031,0.97,,6.247,11.158,0.1929,424781.76,296242.4146
605155.SH,20260302,2.1194,1.52,28.5708,2.6583,4.0085,1.3377,352179.8021,343951.2685
300037.SZ,20260302,2.6862,0.74,38.7521,4.1771,4.4144,0.7006,4255140.1787,3047450.3627
002403.SZ,20260302,1.3858,1.38,,2.4175,1.4004,0.1583,387306.0643,337872.5732
001217.SZ,20260302,4.3923,0.78,155.4909,2.0368,2.3416,0.7246,457980.6,453444.5704
000680.SZ,20260302,1.1874,1.01,15.991,3.4704,1.3619,0.7002,2025192.5262,1774847.4354
605318.SH,20260302,2.2238,0.73,,14.8043,16.4928,0.3942,956797.9031,956797.9031
603231.SH,20260302,3.1022,1.25,20.2991,1.8338,2.18,1.9807,357645.6081,198504.8544
300967.SZ,20260302,6.3634,1.15,15.5267,4.4785,2.7179,1.0116,367076.8775,244077.2866
301328.SZ,20260302,4.8901,2.04,57.6455,2.9384,8.6119,0.9625,570897.2208,262434.7344
688055.SH,20260302,0.3247,1.35,,3.0967,5.0558,,1263333.3586,1263333.3586
002119.SZ,20260302,8.3355,0.99,84.8073,5.85,4.1623,0.1325,849642.976,849642.976
000652.SZ,20260302,1.781,1.81,132.0706,1.0773,0.3291,0.7177,616789.8701,616325.2661
300231.SZ,20260302,4.3516,1.55,,3.0587,2.8993,0.8936,497162.5231,497136.9931
688247.SH,20260302,1.1499,3.09,90.6749,3.4313,9.94,0.6272,443819.86,443819.86
605488.SH,20260302,4.3781,1.46,79.604,6.9339,3.7189,0.2808,1064274.4244,1048980.638
300412.SZ,20260302,5.9373,1.94,90.8212,2.7536,2.0928,1.0508,284219.0397,267148.9999
301622.SZ,20260302,4.7034,1.31,50.1132,5.2108,5.9697,0.1711,813262.1382,440680.7357
301196.SZ,20260302,5.2363,0.72,43.5168,3.5635,5.3391,1.3038,1153137.0079,754210.7444
300026.SZ,20260302,1.9993,1.48,,1.252,1.9698,0.8333,1081495.7413,985870.2521
002973.SZ,20260302,4.8441,2.47,31.4466,2.4581,1.6545,0.6601,619128.4946,471971.5875
688210.SH,20260302,5.415,1.46,,6.9945,10.5372,0.2604,902848.537,902848.537
300932.SZ,20260302,7.277,0.79,61.6697,2.6269,1.9932,1.0813,460949.7571,328311.0691
688807.SH,20260302,23.5528,1.09,224.7416,11.2155,40.7414,,1980560.0,372237.7356
300586.SZ,20260302,3.7759,1.11,,3.9888,4.38,,748199.9105,562395.4843
688107.SH,20260302,3.0049,1.03,,13.6598,24.7912,,1289131.5643,1289131.5643
002767.SZ,20260302,3.2319,1.09,91.962,4.0555,5.2638,0.1912,345150.0,299586.7968
603863.SH,20260302,10.0952,2.25,,11.5948,8.1874,,422192.95,422192.95
002139.SZ,20260302,2.1167,1.35,29.8265,2.2767,1.4648,0.5344,1609663.9695,1382673.8377
688297.SH,20260302,8.2179,6.75,454.9539,7.0378,13.3619,,4029750.0,4029750.0
300503.SZ,20260302,5.5935,0.96,130.0036,11.9568,10.8468,0.1009,1607402.6838,1256685.1413
920060.BJ,20260302,6.4709,1.12,42.8772,4.9693,4.5321,1.4217,534741.0798,333496.9646
300817.SZ,20260302,2.6909,1.38,69.6672,4.3979,4.9334,1.3645,447947.9885,257036.0912
300955.SZ,20260302,2.1136,1.18,,3.9097,3.1429,0.8226,343123.2,343123.2
002060.SZ,20260302,2.3865,1.34,13.6349,1.0704,0.2093,3.5623,1475476.5441,614186.1614
002877.SZ,20260302,6.3416,1.85,557.2581,2.7406,3.005,0.2141,332358.0111,224640.685
301600.SZ,20260302,3.5301,1.24,72.531,10.6182,13.2745,1.7784,1279994.781,395037.591
002250.SZ,20260302,4.6446,1.87,42.2858,2.4847,2.7072,0.1101,1634169.7621,1625275.9729
000503.SZ,20260302,2.0385,1.51,,6.9434,26.6724,,872513.9526,872498.8056
002492.SZ,20260302,3.3541,0.81,58.7838,2.1146,10.769,0.2206,365715.0,359244.7567
301086.SZ,20260302,5.7198,1.34,144.9865,6.1048,13.6158,0.6105,1179450.0,620368.5919
688411.SH,20260302,4.283,1.73,43.2851,8.5955,3.54,0.4822,4107909.7425,3024019.2356
