ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
603268.SH,20260428,5.566,0.82,36.7506,13.1347,4.5458,,13851064.8272,3328008.0323
603739.SH,20260428,2.4195,1.59,47.6896,2.0695,2.6586,0.6793,372458.4908,372458.4908
301178.SZ,20260428,7.6043,1.53,459.8697,4.6131,6.2273,,360136.0336,266529.0544
002446.SZ,20260428,5.0525,0.9,128.9673,3.5245,7.4945,,897107.4095,830821.7501
600515.SH,20260428,1.7511,1.58,175.8638,1.6726,7.9956,0.1408,4055984.9087,3257484.4403
300148.SZ,20260428,2.5183,0.59,64.9031,3.3639,6.144,,347381.6493,335415.3372
603878.SH,20260428,1.942,0.63,141.4228,1.7333,2.0779,1.1149,448910.5064,448910.5064
002443.SZ,20260428,7.9578,0.8,40.674,1.7575,1.427,1.6645,615793.5202,614045.6341
301141.SZ,20260428,5.9261,0.6,238.9716,4.828,7.941,0.2002,619418.8294,222295.9494
300886.SZ,20260428,5.317,1.28,92.4256,3.5877,5.5259,0.5233,213922.28,124828.418
600050.SH,20260428,0.4749,0.83,16.3582,0.8297,0.3616,3.8256,14162784.6731,14038655.3459
300149.SZ,20260428,4.3961,1.03,,4.2108,4.9399,,527841.8315,503026.1471
002197.SZ,20260428,3.1078,0.74,,2.7236,4.6327,,479817.4468,417054.0094
688270.SH,20260428,8.608,0.86,185.63,12.1418,58.0035,,2786309.6772,2786309.6772
300093.SZ,20260428,2.3942,0.75,43.6012,5.9533,39.1164,,1158300.0,495447.2845
600026.SH,20260428,1.9047,1.15,20.9058,2.386,4.5217,0.8315,11504289.8661,8045307.0888
002145.SZ,20260428,1.5367,1.5,39.4329,1.4162,2.2817,,1709195.8102,1674263.9272
300310.SZ,20260428,3.7611,0.61,301.4974,2.6638,2.0949,,502545.3627,394082.4071
001312.SZ,20260428,24.7669,0.57,23.734,2.3852,3.1779,,546700.0016,133926.5103
600338.SH,20260428,17.3245,1.51,40.5514,5.0801,8.4851,0.2191,2294667.5217,2294667.5217
300255.SZ,20260428,1.5094,0.93,,23.7158,38.7725,,3598123.3374,3592779.3624
002116.SZ,20260428,1.5442,0.85,13.4141,1.6014,0.6567,3.1979,450888.6394,445286.6172
000959.SZ,20260428,0.4612,0.94,41.4545,0.6942,0.3439,0.4901,3489735.3165,3353223.3318
000027.SZ,20260428,0.7974,0.74,15.6744,1.0042,0.7591,2.1645,3296871.2118,3296871.2118
688685.SH,20260428,4.27,1.4,402.1301,8.6451,14.919,0.3327,686237.8399,686237.8399
688191.SH,20260428,6.5627,2.47,175.907,12.6017,9.2716,0.9213,1095242.9494,1095242.9494
603976.SH,20260428,2.1411,1.18,216.6461,2.7028,4.5121,1.1587,321005.6653,321005.6653
688063.SH,20260428,3.2554,0.6,121.9104,1.9158,4.7279,0.6085,1770021.6223,1770021.6223
002217.SZ,20260428,21.3351,1.89,1144.9922,11.9097,12.9917,,2228860.8805,2169238.0725
920689.BJ,20260428,2.3348,0.55,36.6378,4.0932,3.4404,1.4545,201850.0,104309.1968
000532.SZ,20260428,1.9833,0.77,35.871,2.6772,8.7073,0.4762,434332.5084,432872.68
002326.SZ,20260428,10.9258,1.45,472.3374,8.1529,3.8769,,2266562.7082,1979989.6529
002808.SZ,20260428,0.6832,0.14,,3.2353,3.6955,,84403.2,51811.8614
603903.SH,20260428,2.8536,0.63,,1.9303,2.8155,,301787.6254,301787.6254
000915.SZ,20260428,1.8301,0.69,14.3235,2.2333,3.2782,8.8277,663626.7655,663204.6559
600243.SH,20260428,0.2745,0.13,,3.0395,4.6852,,167640.7,167640.7
300759.SZ,20260428,4.0951,2.55,34.142,3.4926,4.0304,0.6465,5680880.9778,4390738.8018
601059.SH,20260428,0.2582,1.26,28.7703,2.5857,13.4728,0.4405,5448240.0,5448240.0
600054.SH,20260428,2.1691,1.35,29.0773,1.7798,4.0319,2.0755,850456.427,598507.8
603579.SH,20260428,8.9111,4.57,25.6523,1.5806,2.7947,1.3535,452769.9237,452769.9237
002528.SZ,20260428,2.641,0.7,,54.6143,9.3434,,552589.2128,484151.225
002271.SZ,20260428,2.7632,1.3,113.6115,1.7874,1.2725,6.026,3666654.2943,2938745.0665
301152.SZ,20260428,7.3436,0.88,,2.8301,1.946,,371300.0019,222015.0675
688520.SH,20260428,0.5988,0.89,,77.5112,12.3933,,1933550.1203,1830775.1203
002823.SZ,20260428,4.3809,1.9,21.8929,2.4596,1.8074,2.1215,518494.5705,345625.1894
301070.SZ,20260428,6.051,0.54,,11.8749,31.2004,,861153.593,566327.5984
000545.SZ,20260428,4.6594,1.02,,4.6193,2.1797,,288155.264,287737.704
920062.BJ,20260428,3.0676,0.99,119.0123,2.5157,1.3327,0.2984,187574.0393,132708.945
600643.SH,20260428,1.6338,0.99,,0.6193,5.7062,,740824.4118,739513.5479
600875.SH,20260428,2.45,0.61,35.6912,3.023,1.7626,1.0192,13674356.729,8949351.5166
002299.SZ,20260428,0.583,0.67,15.2813,1.9785,1.0736,2.7224,2269922.0025,2225780.2128
603613.SH,20260428,2.5305,1.27,15.0631,2.1314,0.4014,0.2374,1998051.3554,1998051.3554
600688.SH,20260428,0.6301,1.23,,1.2807,0.3921,0.7117,2962475.5175,2059396.5935
688153.SH,20260428,3.3038,2.88,979.0783,3.3543,5.812,,1333970.3248,1268642.7414
002806.SZ,20260428,3.5626,0.84,41.6182,2.5403,2.5078,,292583.8433,239743.7348
000020.SZ,20260428,2.8489,0.87,128.2859,10.025,5.5792,,445412.6101,284973.16
300927.SZ,20260428,5.541,0.62,140.0739,4.494,2.7831,0.2937,442319.04,431561.9396
600257.SH,20260428,2.3351,0.8,579.5396,3.6577,3.1907,,293554.6847,293554.6847
000610.SZ,20260428,13.1695,1.33,,,3.3688,,183479.6233,182513.6966
300497.SZ,20260428,13.4108,1.23,2630.7965,4.6031,7.9004,,1034205.9533,868877.1283
002570.SZ,20260428,1.4015,0.72,34.7954,3.2088,1.9326,,522740.9732,522717.7412
600793.SH,20260428,1.9184,1.19,112.7157,12.2497,1.3244,,308166.7715,308166.7715
