ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
002138.SZ,20260416,2.564,0.88,28.2246,4.6928,4.2723,2.2169,2881781.7972,2703730.0958
002840.SZ,20260416,7.322,1.05,122.3188,2.7619,1.2751,,1108593.9551,1100943.2501
300370.SZ,20260416,1.2304,0.98,,8.7261,9.7038,,399170.9374,398174.8714
600088.SH,20260416,0.7708,0.95,,4.6278,5.2193,0.2314,584230.7016,584230.7016
300380.SZ,20260416,1.9489,1.04,209.696,12.5724,4.6264,0.1423,486474.8217,447562.5181
002409.SZ,20260416,3.0114,0.97,44.6022,5.2486,4.9205,0.6735,4098689.1629,2743117.8972
301538.SZ,20260416,2.517,0.73,32.6704,4.4557,6.2125,0.5271,637392.0,253815.9252
600558.SH,20260416,1.4897,0.95,26.8994,2.0224,1.3195,2.7473,490092.2377,490092.2377
002208.SZ,20260416,2.9008,0.85,,1.5444,1.1519,,992868.781,992612.2974
002254.SZ,20260416,2.313,0.91,208.7616,1.2263,2.4077,0.4934,865627.7548,859073.5113
601068.SH,20260416,0.5593,0.59,72.6067,6.243,0.8111,,1870385.5031,1602303.7575
301057.SZ,20260416,2.3811,1.22,100.9043,4.9398,4.1459,0.6156,375822.8043,265351.9121
300120.SZ,20260416,2.1285,1.58,,1.4477,1.6898,,431944.2346,396640.1455
603880.SH,20260416,2.2352,0.88,,7.3409,3.1389,,186721.132,186721.132
603595.SH,20260416,0.8303,0.69,97.9305,2.5036,1.9329,0.0901,387016.4728,387016.4728
300218.SZ,20260416,4.1808,2.11,24.5484,2.0581,1.4191,1.6579,322442.682,321386.7215
920119.BJ,20260416,3.7187,1.39,23.8961,3.5369,4.7369,,648388.1703,170601.1353
000560.SZ,20260416,2.6782,0.6,65.008,0.7405,0.584,0.1453,697228.2519,667757.7868
301555.SZ,20260416,4.1094,0.93,45.2105,3.0232,1.5648,0.6089,333359.5871,174678.6143
688619.SH,20260416,1.4444,0.61,,4.2593,18.5964,,287428.9651,287428.9651
300182.SZ,20260416,5.3134,0.93,174.9229,1.8446,5.5261,0.0859,1550346.5178,1314680.9972
603956.SH,20260416,1.254,1.12,,1.6599,3.0437,,328266.0207,328266.0207
688287.SH,20260416,17.24,2.53,,1.3934,7.0404,,87071.166,87071.166
001222.SZ,20260416,2.027,1.64,21.9993,2.6987,2.3153,0.735,384452.46,216323.5386
300338.SZ,20260416,4.3872,2.25,,,10.7452,,154205.257,133805.3557
002222.SZ,20260416,5.7145,0.72,153.4401,23.0449,34.8012,0.2337,4024399.5,4006442.3684
002240.SZ,20260416,9.4978,1.28,,4.4471,9.0006,,4558163.4826,4546285.4356
603055.SH,20260416,0.679,0.64,15.9703,1.6112,1.3241,2.6227,848449.4663,845359.0779
600285.SH,20260416,2.0508,1.78,15.0643,3.7083,3.1841,4.2373,1204553.2923,1201898.2923
002062.SZ,20260416,2.4081,1.81,35.9682,1.9635,1.6873,1.2297,996003.0656,905384.2728
600854.SH,20260416,1.769,1.34,20.7978,1.0764,27.983,2.3483,265443.3129,265443.3129
688308.SH,20260416,7.4702,0.93,159.0552,6.2836,11.3305,0.1431,1651329.7632,1651329.7632
000626.SZ,20260416,3.925,0.97,,1.9964,0.0578,,428099.7001,425640.4602
603042.SH,20260416,9.6272,0.52,,4.0392,3.9837,,348479.9528,348479.9528
688377.SH,20260416,0.8898,0.74,62.8269,4.0796,6.4,0.3514,772731.6063,772731.6063
000813.SZ,20260416,1.2396,0.9,,1.4497,18.5207,,721404.3058,721285.6258
603004.SH,20260416,3.9689,1.32,30.3048,2.6032,7.1389,0.9174,539105.28,134776.32
600722.SH,20260416,6.3489,0.57,197.5897,7.5872,20.1589,,947004.989,947004.989
000600.SZ,20260416,1.5103,0.76,9.9937,1.4427,0.6922,2.4778,1677007.9697,1013747.3147
600322.SH,20260416,1.3651,0.48,,,1.053,,266473.7,266473.7
600448.SH,20260416,2.791,1.01,,1.8273,0.6582,,205951.0295,205951.0295
688253.SH,20260416,2.7383,1.48,38.7753,2.7594,13.4183,1.3285,566293.1623,566293.1623
603377.SH,20260416,1.5358,1.92,,3.3563,4.2145,,272575.9287,272575.9287
002487.SZ,20260416,2.8589,0.97,44.9137,6.0248,8.0267,0.2227,4955312.4417,4902250.4668
300263.SZ,20260416,2.5526,0.74,67.2724,2.512,3.3955,0.4225,1054671.4217,994064.1998
603421.SH,20260416,3.1333,0.66,,1.9397,2.8622,,543274.6957,543274.6957
688006.SH,20260416,4.1165,1.66,49.6707,3.3935,6.1057,0.4091,1829730.2927,1829730.2927
603258.SH,20260416,0.5953,0.51,,2.2239,11.4326,,439989.6468,435379.7954
300146.SZ,20260416,1.3731,1.37,24.0726,1.6949,3.0051,3.2188,1882836.5355,1247322.0255
920505.BJ,20260416,2.4723,0.51,155.4194,7.6225,15.8227,0.3719,260567.1402,144835.9444
601801.SH,20260416,0.4526,0.54,14.9817,1.0326,1.4999,3.2626,1200211.8483,1200211.8483
920221.BJ,20260416,0.8152,0.67,28.5221,4.0687,4.8536,2.2645,170810.88,90917.9446
300879.SZ,20260416,2.6849,1.21,42.507,3.6607,1.462,0.0829,504580.2907,501163.9209
603190.SH,20260416,2.8668,1.1,29.1881,1.4328,1.7984,0.9848,319569.64,105502.5834
688711.SH,20260416,1.6349,0.89,342.3811,5.7381,4.4332,,596873.0112,596873.0112
920833.BJ,20260416,2.389,1.4,43.9464,2.0654,2.8879,2.2742,126752.04,96124.7858
601991.SH,20260416,0.7334,0.72,9.6965,2.1036,0.5907,3.0258,7162096.965,4797286.484
002129.SZ,20260416,1.2449,0.73,,1.6122,1.2192,,3541769.4171,3538847.1048
300645.SZ,20260416,2.1752,1.12,279.9859,2.379,2.0276,0.1129,245844.271,241024.3681
600572.SH,20260416,15.087,5.61,18.2157,1.7722,1.9053,3.0177,1253226.1997,1249895.7243
300386.SZ,20260416,1.7019,0.73,1026.279,4.0972,8.6705,,601983.36,361091.0203
600233.SH,20260416,0.7239,0.97,18.5283,2.198,0.9936,1.6787,7334861.611,7334861.611
603319.SH,20260416,3.2084,0.79,78.1888,4.765,5.5435,0.5392,1176171.0833,1176171.0833
603110.SH,20260416,9.4268,2.57,795.3448,5.0884,8.5582,0.2841,354159.0483,354159.0483
600667.SH,20260416,5.6775,0.75,35.6199,2.4113,0.629,0.9586,2087359.0936,2087359.0936
920278.BJ,20260416,1.8657,0.94,72.7031,3.583,4.5785,2.5381,137506.0,58349.824
688416.SH,20260416,5.5137,1.06,,5.5352,14.8052,,702726.1631,702726.1631
002218.SZ,20260416,4.4298,0.7,,1.9594,7.7633,0.1783,790056.3836,778487.2733
603178.SH,20260416,1.3164,1.77,,3.0833,2.1562,0.2525,374476.4195,374476.4195
920493.BJ,20260416,8.9522,2.28,786.7608,21.5736,8.6603,,961261.7111,705079.0164
000803.SZ,20260416,2.2386,0.58,49.9301,2.633,2.6772,,386559.5108,381164.0696
688105.SH,20260416,0.3258,1.01,,2.0276,5.5855,0.7752,769616.3426,769616.3426
920101.BJ,20260416,0.9231,0.84,25.886,2.9314,3.4211,,310324.7937,96836.3343
601868.SH,20260416,2.3027,1.39,21.816,1.08,0.2813,0.8434,12741172.774,9339473.5592
600779.SH,20260416,0.4071,0.95,29.7257,3.2008,4.266,2.9177,1611198.0694,1611198.0694
301687.SZ,20260416,10.5133,1.15,65.2554,5.7133,12.2317,,848286.464,170596.0372
601456.SH,20260416,0.4531,0.79,26.3823,1.0097,6.907,0.6002,5299993.088,4083723.8487
002664.SZ,20260416,1.5084,1.0,158.2013,2.4868,1.4671,,877630.0,865538.5892
603301.SH,20260416,1.8957,1.57,86.7166,4.3136,5.6349,0.7107,2435841.433,2435841.433
300377.SZ,20260416,3.7584,0.85,,5.489,10.7248,,1384098.6764,1272636.2057
301590.SZ,20260416,7.1722,1.06,72.2366,4.0084,5.8488,0.6507,774534.5115,158444.1787
000517.SZ,20260416,0.9209,0.82,,1.068,0.5412,,614497.0396,480953.3783
002546.SZ,20260416,3.983,1.16,13.605,1.9685,10.8057,1.3086,764823.021,734729.832
300899.SZ,20260416,2.5965,1.27,92.8586,3.9729,12.1481,0.9836,252901.4427,162311.5017
301680.SZ,20260416,14.419,0.74,49.175,4.7523,7.9671,,880992.0,178778.3872
600497.SH,20260416,1.5012,0.93,40.8459,2.6002,1.7577,1.9114,4228879.2252,4228879.2252
002917.SZ,20260416,2.1635,0.94,28.176,2.8785,2.7805,0.6957,491874.0888,368670.7944
002641.SZ,20260416,0.5803,0.95,57.703,0.931,0.8132,1.1991,507615.7687,468339.7917
600127.SH,20260416,7.2359,0.73,1219.6826,6.8555,1.3703,,460158.5673,460158.5673
601011.SH,20260416,1.2577,0.75,,1.0744,9.6435,,618759.6461,618759.6461
300129.SZ,20260416,3.8883,0.95,55.6444,2.4085,2.4811,0.4044,1387175.4095,899106.4427
600185.SH,20260416,1.5493,1.34,,19.3267,2.0739,,1106498.4017,1106498.4017
600738.SH,20260416,1.3177,0.87,22.6102,1.771,5.85,0.2975,370770.2599,370444.4375
603999.SH,20260416,1.1352,1.02,46.8243,1.9376,4.4304,0.4748,400320.0,400320.0
600751.SH,20260416,1.2289,0.7,100.2397,1.451,8.2846,,1098849.0198,975238.6507
920270.BJ,20260416,0.8771,0.79,45.5953,4.0204,7.7268,3.1807,164456.352,127533.7143
002622.SZ,20260416,3.0286,0.99,,5.7866,2.7984,,210840.0,210833.7878
002916.SZ,20260416,1.5006,0.61,56.1737,9.7855,7.7816,0.4181,18401034.3973,17959162.4823
600576.SH,20260416,3.6925,2.32,33.5084,2.1728,5.9529,,645383.6453,404158.7308
600775.SH,20260416,2.2274,0.79,1148.7155,3.9457,4.955,,1232768.1756,906310.1756
300092.SZ,20260416,1.8104,0.73,70.5585,2.7661,3.933,1.4433,451699.4739,346069.4561
600710.SH,20260416,0.9324,0.64,12.5217,1.9936,0.1441,2.8406,1697467.5148,1697467.5148
688519.SH,20260416,3.8634,1.01,150.7813,12.5951,6.9315,0.0623,3623690.4159,3623690.4159
300818.SZ,20260416,4.0394,1.77,76.1684,3.2212,5.8702,0.1994,592391.84,384283.2661
688596.SH,20260416,1.7619,0.86,68.8089,2.634,1.9297,0.8614,949455.3167,949455.3167
301491.SZ,20260416,1.913,1.07,30.0943,3.143,4.2011,,657255.0,145632.6778
300547.SZ,20260416,9.4718,0.57,43.8078,6.5889,5.7038,0.7113,842029.7675,685689.4263
603391.SH,20260416,6.008,1.07,26.5338,2.6469,5.2675,1.8977,599417.0,149854.25
003043.SZ,20260416,4.1523,1.06,114.0823,4.2062,7.4766,0.3927,726035.4101,454760.0971
300062.SZ,20260416,4.2067,1.04,,3.0575,4.4487,,491351.1486,357589.635
600761.SH,20260416,1.0059,0.88,12.7787,1.4443,0.7896,3.9841,1564947.1811,1564947.1811
300070.SZ,20260416,1.1254,0.64,241.2848,0.5385,1.8903,0.0985,1471429.0014,1394515.7556
300981.SZ,20260416,2.3149,0.47,,1.1048,2.3897,1.6378,593120.2383,543567.2377
300407.SZ,20260416,2.4685,0.72,60.0949,2.1947,1.5686,0.6878,423733.6127,341506.1598
301307.SZ,20260416,6.6802,0.64,,3.0953,2.2738,,884520.0,457764.888
601727.SH,20260416,0.8662,1.21,104.7415,2.3099,1.003,,12634118.8901,10256515.0241
600897.SH,20260416,0.7069,0.47,15.3553,1.4459,3.438,1.956,682104.024,682104.024
002131.SZ,20260416,9.1115,0.89,111.4426,4.1285,2.7564,0.414,5451281.8559,4713112.7555
002008.SZ,20260416,5.2551,1.0,78.8868,5.2585,5.1418,0.4038,8923572.7371,8291927.09
002717.SZ,20260416,3.073,1.21,,3.5202,9.7697,,302158.7706,268123.2116
601211.SH,20260416,0.9336,1.12,10.8591,0.9424,4.7852,2.4898,30198349.9451,23120207.1606
300258.SZ,20260416,2.108,0.75,55.6153,1.5977,3.6762,0.5458,753540.849,734019.5281
001255.SZ,20260416,1.8571,1.2,405.6592,3.6914,7.7326,0.0964,326106.6736,266317.888
300978.SZ,20260416,1.4121,0.9,32.7343,2.9349,2.2822,3.5461,476808.6896,215695.4618
688786.SH,20260416,1.5448,0.84,54.5117,6.1302,10.8623,0.6304,475259.0099,475259.0099
600711.SH,20260416,3.1851,0.93,22.501,2.6779,1.471,1.0438,4413393.2948,4413393.2948
603719.SH,20260416,0.8425,1.02,,2.0378,0.7077,2.4245,411827.0,411827.0
300730.SZ,20260416,5.995,1.04,,14.3239,14.0205,,359055.8921,287852.1086
000100.SZ,20260416,1.6992,1.1,19.9407,1.4661,0.4893,1.0973,9006773.4396,8284150.219
300272.SZ,20260416,5.9733,1.18,54.5241,3.6739,2.8864,1.9759,516691.7038,392478.8527
600239.SH,20260416,1.1179,0.78,,2.5915,1.7602,,332377.1902,332377.1902
